Car ID,Date,Company,Model,Engine,Transmission,Body Style,Color,Price
3342,6/19/2022,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,22001
3343,6/19/2022,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,45000
3344,6/19/2022,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,26000
3345,6/19/2022,Cadillac,Escalade,Overhead Camshaft,Manual,Sedan,Black,34000
3346,6/19/2022,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,19000
3347,6/19/2022,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,22500
3348,6/19/2022,Mercedes-B,CL500,Overhead Camshaft,Manual,SUV,Red,29000
3349,6/19/2022,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,19000
3350,6/19/2022,Mercury,Grand Marquis,Overhead Camshaft,Manual,SUV,Red,71000
3351,6/19/2022,Buick,Park Avenue,Overhead Camshaft,Manual,Hatchback,Black,29000
3352,6/19/2022,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,39500
3353,6/19/2022,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Hatchback,Pale White,12000
3354,6/19/2022,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,27000
3355,6/19/2022,Subaru,Forester,Overhead Camshaft,Manual,Hatchback,Red,26000
3356,6/19/2022,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,42000
3357,6/19/2022,Plymouth,Neon,Overhead Camshaft,Manual,SUV,Black,29800
3358,6/19/2022,Acura,RL,Overhead Camshaft,Manual,SUV,Red,34000
3359,6/19/2022,Mercury,Grand Marquis,Overhead Camshaft,Manual,SUV,Red,71000
3360,6/19/2022,Lexus,GS300,Overhead Camshaft,Manual,Passenger,Red,17500
3361,6/19/2022,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,22000
3362,6/19/2022,Chevrolet,Malibu,Overhead Camshaft,Manual,Hardtop,Red,24001
3363,6/19/2022,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,19000
3364,6/19/2022,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,27000
3365,6/19/2022,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,27000
3366,6/19/2022,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,18000
3367,6/19/2022,Plymouth,Voyager,Overhead Camshaft,Manual,Passenger,Black,75000
3368,6/19/2022,Plymouth,Prowler,Overhead Camshaft,Manual,Hatchback,Red,71000
3369,6/19/2022,Saturn,SC,Overhead Camshaft,Manual,Hatchback,Red,61000
3370,6/19/2022,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,21000
3371,6/20/2022,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,19000
3372,6/20/2022,Plymouth,Prowler,Overhead Camshaft,Manual,Hatchback,Red,71000
3373,6/20/2022,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,19000
3374,6/20/2022,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,38000
3375,6/20/2022,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,19700
3376,6/20/2022,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,33000
3377,6/20/2022,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,18000
3378,6/20/2022,Volkswagen,Jetta,Overhead Camshaft,Manual,Passenger,Red,24000
3379,6/20/2022,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Passenger,Red,22000
3380,6/20/2022,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,31000
3381,6/20/2022,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,10500
3382,6/20/2022,Acura,RL,Overhead Camshaft,Manual,SUV,Red,17001
3383,6/20/2022,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,24000
3384,6/20/2022,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,32000
3385,6/20/2022,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,36000
3386,6/20/2022,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Hardtop,Pale White,12501
3387,6/20/2022,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Passenger,Red,19000
3388,6/20/2022,Chevrolet,Lumina,Overhead Camshaft,Manual,Passenger,Red,12000
3389,6/20/2022,Toyota,Camry,Overhead Camshaft,Manual,Hatchback,Black,29000
3390,6/20/2022,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,42000
3391,6/21/2022,Hyundai,Elantra,Overhead Camshaft,Manual,Sedan,Red,22000
3392,6/21/2022,Volvo,S40,Overhead Camshaft,Manual,Sedan,Black,36000
3393,6/21/2022,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,31501
3394,6/21/2022,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,19500
3395,6/21/2022,Jeep,Grand Cherokee,Overhead Camshaft,Manual,SUV,Black,19050
3396,6/22/2022,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Hatchback,Red,17000
3397,6/22/2022,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,39000
3398,6/22/2022,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,SUV,Black,9500
3399,6/22/2022,Chevrolet,Lumina,Overhead Camshaft,Manual,Passenger,Black,10000
3400,6/22/2022,Mercedes-B,CL500,Overhead Camshaft,Manual,SUV,Red,29000
3401,6/22/2022,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,41000
3402,6/22/2022,Ford,Focus,Overhead Camshaft,Manual,Hatchback,Black,49001
3403,6/22/2022,Chevrolet,Corvette,Overhead Camshaft,Manual,SUV,Black,26001
3404,6/22/2022,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,36501
3405,6/22/2022,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Hardtop,Black,27001
3406,6/22/2022,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,SUV,Black,19500
3407,6/22/2022,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Passenger,Red,29000
3408,6/22/2022,Toyota,Celica,Overhead Camshaft,Manual,SUV,Pale White,14000
3409,6/22/2022,Acura,RL,DoubleÂ Overhead Camshaft,Auto,SUV,Black,24000
3410,6/22/2022,Audi,A8,Overhead Camshaft,Manual,Passenger,Black,44000
3411,6/23/2022,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,27000
3412,6/23/2022,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,27500
3413,6/23/2022,Ford,Focus,Overhead Camshaft,Manual,SUV,Black,49000
3414,6/23/2022,Mercury,Grand Marquis,Overhead Camshaft,Manual,SUV,Pale White,16000
3415,6/23/2022,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,53000
3416,6/23/2022,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,18000
3417,6/23/2022,BMW,528i,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,62000
3418,6/23/2022,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,42000
3419,6/23/2022,Ford,Crown Victoria,Overhead Camshaft,Manual,Passenger,Pale White,20000
3420,6/23/2022,Lincoln,Continental,Overhead Camshaft,Manual,Passenger,Red,82000
3421,6/23/2022,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,17000
3422,6/23/2022,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,27000
3423,6/23/2022,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Sedan,Red,34000
3424,6/23/2022,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,17000
3425,6/23/2022,Cadillac,Seville,Overhead Camshaft,Manual,Hatchback,Black,44001
3426,6/23/2022,Mitsubishi,3000GT,Overhead Camshaft,Manual,Sedan,Pale White,21001
3427,6/23/2022,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Hatchback,Pale White,12001
3428,6/23/2022,Lexus,GS300,Overhead Camshaft,Manual,Passenger,Red,17001
3429,6/23/2022,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,21801
3430,6/23/2022,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,21001
3431,6/23/2022,Pontiac,Sunfire,Overhead Camshaft,Manual,Sedan,Pale White,28501
3432,6/23/2022,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,46000
3433,6/23/2022,Subaru,Forester,Overhead Camshaft,Manual,Hardtop,Red,26001
3434,6/23/2022,Buick,LeSabre,Overhead Camshaft,Manual,Sedan,Black,20000
3435,6/23/2022,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,SUV,Black,9000
3436,6/23/2022,Jeep,Grand Cherokee,Overhead Camshaft,Manual,SUV,Pale White,15000
3437,6/23/2022,Mitsubishi,Diamante,Overhead Camshaft,Manual,Hatchback,Red,19000
3438,6/23/2022,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,19000
3439,6/23/2022,Cadillac,Eldorado,Overhead Camshaft,Manual,Passenger,Red,31000
3440,6/23/2022,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,46000
3441,6/23/2022,Ford,F-Series,Overhead Camshaft,Manual,Passenger,Black,22000
3442,6/23/2022,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,SUV,Black,26000
3443,6/23/2022,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,27000
3444,6/23/2022,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Hatchback,Black,44000
3445,6/23/2022,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,19000
3446,6/25/2022,Porsche,Carrera Cabrio,Overhead Camshaft,Manual,Passenger,Black,22000
3447,6/25/2022,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,31000
3448,6/25/2022,Ford,Expedition,Overhead Camshaft,Manual,SUV,Red,22501
3449,6/25/2022,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,10001
3450,6/25/2022,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Passenger,Red,25001
3451,6/25/2022,Chevrolet,Cavalier,Overhead Camshaft,Manual,SUV,Pale White,20001
3452,6/25/2022,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,38281
3453,6/25/2022,Volkswagen,Passat,Overhead Camshaft,Manual,Hatchback,Red,20001
3454,6/25/2022,Acura,RL,DoubleÂ Overhead Camshaft,Auto,SUV,Black,24001
3455,6/25/2022,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,20500
3456,6/25/2022,Lincoln,Continental,Overhead Camshaft,Manual,Passenger,Black,42000
3457,6/25/2022,Mercedes-B,SLK230,Overhead Camshaft,Manual,Hatchback,Pale White,14000
3458,6/25/2022,Mercedes-B,S-Class,Overhead Camshaft,Manual,SUV,Red,21000
3459,6/25/2022,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,SUV,Black,18000
3460,6/25/2022,Chevrolet,Lumina,Overhead Camshaft,Manual,Passenger,Black,10000
3461,6/25/2022,Toyota,Tacoma,Overhead Camshaft,Manual,Hardtop,Pale White,24000
3462,6/25/2022,Chrysler,Cirrus,DoubleÂ Overhead Camshaft,Auto,Passenger,Red,12000
3463,6/25/2022,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,39000
3464,6/25/2022,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,22500
3465,6/25/2022,Chevrolet,Prizm,Overhead Camshaft,Manual,Hardtop,Red,22000
3466,6/25/2022,Chrysler,LHS,Overhead Camshaft,Manual,Hatchback,Black,51001
3467,6/25/2022,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,18601
3468,6/25/2022,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,31001
3469,6/25/2022,Chevrolet,Impala,Overhead Camshaft,Manual,Hatchback,Pale White,14001
3470,6/25/2022,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,33501
3471,6/25/2022,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Hatchback,Pale White,26000
3472,6/25/2022,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,36000
3473,6/25/2022,Acura,RL,Overhead Camshaft,Manual,SUV,Red,31000
3474,6/25/2022,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,15000
3475,6/25/2022,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,60000
3476,6/25/2022,Ford,Focus,Overhead Camshaft,Manual,Hardtop,Black,49001
3477,6/25/2022,Cadillac,Seville,Overhead Camshaft,Manual,Hardtop,Black,44001
3478,6/25/2022,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,60000
3479,6/25/2022,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,19000
3480,6/25/2022,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,21000
3481,6/25/2022,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,SUV,Red,12000
3482,6/25/2022,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,20000
3483,6/25/2022,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,33000
3484,6/25/2022,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Hardtop,Pale White,12501
3485,6/25/2022,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,60000
3486,6/25/2022,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,53000
3487,6/25/2022,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,45100
3488,6/25/2022,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,20000
3489,6/25/2022,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,19000
3490,6/25/2022,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,14000
3491,6/25/2022,Volkswagen,Passat,Overhead Camshaft,Manual,Hatchback,Pale White,12000
3492,6/25/2022,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Hatchback,Pale White,26000
3493,6/25/2022,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,22000
3494,6/25/2022,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,57600
3495,6/25/2022,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,15000
3496,6/26/2022,Mercury,Grand Marquis,Overhead Camshaft,Manual,SUV,Pale White,16000
3497,6/26/2022,Saturn,LW,Overhead Camshaft,Manual,Hatchback,Red,49101
3498,6/26/2022,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,SUV,Black,42001
3499,6/26/2022,Pontiac,Sunfire,Overhead Camshaft,Manual,Sedan,Red,43001
3500,6/26/2022,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,SUV,Red,29000
3501,6/26/2022,Dodge,Ram Pickup,Overhead Camshaft,Manual,SUV,Pale White,21000
3502,6/26/2022,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Sedan,Pale White,14000
3503,6/26/2022,Dodge,Ram Pickup,Overhead Camshaft,Manual,Hardtop,Pale White,20000
3504,6/26/2022,Toyota,Tacoma,Overhead Camshaft,Manual,Hardtop,Black,36600
3505,6/26/2022,Mercedes-B,C-Class,Overhead Camshaft,Manual,Hatchback,Pale White,17000
3506,6/26/2022,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Hardtop,Black,42000
3507,6/26/2022,Dodge,Dakota,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,21000
3508,6/26/2022,Mercedes-B,SLK230,Overhead Camshaft,Manual,Hatchback,Pale White,14000
3509,6/26/2022,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,19000
3510,6/26/2022,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,41100
3511,6/26/2022,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Passenger,Red,69000
3512,6/26/2022,Audi,A6,DoubleÂ Overhead Camshaft,Auto,SUV,Black,14000
3513,6/26/2022,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,46001
3514,6/26/2022,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,19001
3515,6/26/2022,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,20500
3516,6/26/2022,BMW,528i,Overhead Camshaft,Manual,SUV,Red,29000
3517,6/26/2022,Ford,Expedition,Overhead Camshaft,Manual,SUV,Black,10000
3518,6/26/2022,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,19000
3519,6/26/2022,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Passenger,Red,31000
3520,6/26/2022,Honda,Civic,Overhead Camshaft,Manual,Hatchback,Pale White,45500
3521,6/26/2022,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,46000
3522,6/26/2022,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,31000
3523,6/26/2022,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Hardtop,Red,21001
3524,6/26/2022,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,39000
3525,6/26/2022,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Sedan,Red,25000
3526,6/26/2022,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,22000
3527,6/26/2022,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,12000
3528,6/26/2022,Toyota,Corolla,Overhead Camshaft,Manual,Passenger,Red,14000
3529,6/26/2022,Volkswagen,Passat,Overhead Camshaft,Manual,Hatchback,Pale White,27000
3530,6/26/2022,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,SUV,Black,41000
3531,6/28/2022,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,29000
3532,6/28/2022,Mercury,Grand Marquis,Overhead Camshaft,Manual,SUV,Red,71950
3533,6/28/2022,Lexus,GS300,Overhead Camshaft,Manual,Passenger,Red,57000
3534,6/28/2022,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,22000
3535,6/28/2022,Cadillac,Seville,Overhead Camshaft,Manual,SUV,Black,44000
3536,6/28/2022,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,19000
3537,6/28/2022,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Hardtop,Pale White,32000
3538,6/28/2022,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,69000
3539,6/28/2022,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,21000
3540,6/28/2022,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Sedan,Pale White,14500
3541,6/28/2022,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,38000
3542,6/28/2022,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,32000
3543,6/28/2022,Honda,Accord,Overhead Camshaft,Manual,Sedan,Black,43000
3544,6/28/2022,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,39000
3545,6/28/2022,Ford,Taurus,Overhead Camshaft,Manual,SUV,Black,69000
3546,6/28/2022,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,16000
3547,6/28/2022,Lincoln,Town car,Overhead Camshaft,Manual,Hatchback,Black,17000
3548,6/28/2022,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,12000
3549,6/28/2022,Dodge,Durango,Overhead Camshaft,Manual,SUV,Pale White,27000
3550,6/28/2022,Honda,Odyssey,Overhead Camshaft,Manual,Passenger,Pale White,27000
3551,6/28/2022,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,22000
3552,6/28/2022,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,SUV,Black,26000
3553,6/28/2022,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,22000
3554,6/28/2022,Ford,Expedition,Overhead Camshaft,Manual,SUV,Black,10500
3555,6/28/2022,Dodge,Durango,Overhead Camshaft,Manual,SUV,Red,31700
3556,6/28/2022,Mitsubishi,Diamante,Overhead Camshaft,Manual,Hatchback,Red,12000
3557,6/28/2022,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,25000
3558,6/28/2022,Cadillac,Seville,Overhead Camshaft,Manual,Hatchback,Pale White,22000
3559,6/28/2022,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,19200
3560,6/28/2022,Saturn,SC,Overhead Camshaft,Manual,Hatchback,Red,61000
3561,6/29/2022,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,27000
3562,6/29/2022,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,24000
3563,6/29/2022,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,32000
3564,6/29/2022,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,36000
3565,6/29/2022,Mercedes-B,CL500,Overhead Camshaft,Manual,SUV,Black,22000
3566,6/29/2022,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,19000
3567,6/29/2022,Acura,RL,Overhead Camshaft,Manual,SUV,Red,31000
3568,6/29/2022,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,21600
3569,6/29/2022,Audi,A6,DoubleÂ Overhead Camshaft,Auto,SUV,Black,27000
3570,6/29/2022,Ford,Expedition,Overhead Camshaft,Manual,SUV,Black,10500
3571,6/29/2022,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,45000
3572,6/29/2022,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Hatchback,Black,38000
3573,6/29/2022,Volkswagen,Passat,Overhead Camshaft,Manual,Hatchback,Pale White,12000
3574,6/29/2022,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,46000
3575,6/29/2022,Plymouth,Voyager,Overhead Camshaft,Manual,Passenger,Black,75000
3576,6/29/2022,Hyundai,Elantra,Overhead Camshaft,Manual,Sedan,Red,22000
3577,6/29/2022,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,53000
3578,6/29/2022,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,17000
3579,6/29/2022,Dodge,Ram Pickup,Overhead Camshaft,Manual,Hatchback,Pale White,16000
3580,6/29/2022,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,18800
3581,7/2/2022,Mercedes-B,M-Class,Overhead Camshaft,Manual,SUV,Pale White,41001
3582,7/2/2022,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,19001
3583,7/2/2022,Mercedes-B,M-Class,Overhead Camshaft,Manual,SUV,Pale White,41001
3584,7/2/2022,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,SUV,Black,19001
3585,7/2/2022,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Passenger,Red,29000
3586,7/2/2022,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,46000
3587,7/2/2022,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,46000
3588,7/2/2022,Buick,LeSabre,Overhead Camshaft,Manual,Sedan,Black,20000
3589,7/2/2022,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,SUV,Black,9000
3590,7/2/2022,Jeep,Grand Cherokee,Overhead Camshaft,Manual,SUV,Pale White,15000
3591,7/2/2022,Mitsubishi,Diamante,Overhead Camshaft,Manual,Hatchback,Red,19000
3592,7/2/2022,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,19000
3593,7/2/2022,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,SUV,Black,21500
3594,7/2/2022,Chrysler,Concorde,Overhead Camshaft,Manual,Hardtop,Black,18000
3595,7/2/2022,Ford,Ranger,Overhead Camshaft,Manual,Hardtop,Black,18500
3596,7/2/2022,Porsche,Boxter,DoubleÂ Overhead Camshaft,Auto,SUV,Black,26000
3597,7/2/2022,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Hardtop,Red,15000
3598,7/2/2022,Infiniti,I30,Overhead Camshaft,Manual,Hardtop,Red,22000
3599,7/2/2022,Chevrolet,Prizm,Overhead Camshaft,Manual,Hardtop,Pale White,21000
3600,7/2/2022,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,42000
3601,7/2/2022,Plymouth,Neon,Overhead Camshaft,Manual,SUV,Black,29000
3602,7/2/2022,Acura,RL,Overhead Camshaft,Manual,SUV,Red,34000
3603,7/2/2022,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Passenger,Red,22000
3604,7/2/2022,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,31000
3605,7/2/2022,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,10000
3606,7/2/2022,Acura,RL,Overhead Camshaft,Manual,SUV,Red,17000
3607,7/2/2022,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,22000
3608,7/2/2022,Oldsmobile,Bravada,Overhead Camshaft,Manual,Hatchback,Black,17000
3609,7/2/2022,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,45000
3610,7/2/2022,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,26000
3611,7/2/2022,BMW,323i,Overhead Camshaft,Manual,Hatchback,Red,21700
3612,7/2/2022,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,18000
3613,7/2/2022,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Passenger,Red,19000
3614,7/2/2022,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,14000
3615,7/2/2022,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,19000
3616,7/2/2022,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,69000
